,Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region
13530,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13531,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13532,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13533,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13534,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13535,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13536,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13537,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13538,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13539,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13540,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13541,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13542,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13543,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13544,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13545,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13546,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13547,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13548,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13549,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13550,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13551,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13552,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13553,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13554,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13555,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13556,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13557,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13558,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13559,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13560,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13561,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13562,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13563,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13564,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13565,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13566,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13567,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13568,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13569,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13570,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13571,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13572,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13573,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13574,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13575,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13576,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13577,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13578,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13579,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13580,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13581,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13582,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13583,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13584,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13585,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13586,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13587,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13588,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13589,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13590,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13591,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13592,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13593,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13594,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13595,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13596,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13597,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13598,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13599,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13600,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13601,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13602,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13603,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13604,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13605,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13606,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13607,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13608,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13609,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13610,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13611,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13612,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13613,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13614,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13615,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13616,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13617,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13618,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13619,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13620,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13621,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13622,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13623,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13624,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13625,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13626,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13627,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13628,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13629,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13630,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13631,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13632,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13633,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13634,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13635,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13636,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13637,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13638,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13639,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13640,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13641,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13642,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13643,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13644,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13645,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13646,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13647,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13648,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13649,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13650,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13651,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13652,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13653,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13654,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13655,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13656,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13657,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13658,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13659,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13660,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13661,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13662,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13663,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13664,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13665,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13666,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13667,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13668,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13669,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13670,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13671,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13672,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13673,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13674,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13675,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13676,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13677,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13678,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13679,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13680,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13681,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13682,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13683,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13684,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13685,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13686,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13687,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13688,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13689,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13690,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13691,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13692,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13693,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13694,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13695,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13696,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13697,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13698,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13699,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13700,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13701,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13702,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13703,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13704,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13705,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13706,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13707,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13708,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13709,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13710,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13711,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13712,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13713,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13714,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13715,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13716,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13717,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13718,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13719,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13720,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13721,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13722,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13723,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13724,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13725,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13726,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13727,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13728,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13729,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13730,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13731,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13732,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13733,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13734,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13735,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13736,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13737,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13738,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13739,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13740,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13741,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13742,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13743,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13744,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13745,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13746,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13747,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13748,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13749,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13750,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13751,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13752,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13753,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13754,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13755,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13756,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13757,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13758,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13759,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13760,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13761,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13762,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13763,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13764,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13765,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13766,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13767,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13768,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13769,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13770,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13771,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13772,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13773,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13774,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13775,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13776,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13777,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13778,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13779,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13780,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13781,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13782,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13783,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13784,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13785,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13786,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13787,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13788,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13789,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13790,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13791,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13792,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13793,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13794,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13795,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13796,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13797,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13798,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13799,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13800,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13801,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13802,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13803,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13804,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13805,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13806,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13807,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13808,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13809,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13810,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13811,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
